numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.0,0.9327857142857073,0.0010297619047619046,0.0014494949494949494
2,0.0,0.9292499999999929,-5.551115123125783E-20,1.1102230246251566E-19
3,0.0,0.9343571428571342,-5.551115123125783E-20,1.1102230246251566E-19
4,0.0,0.9292142857142799,-5.551115123125783E-20,1.1102230246251566E-19
5,0.0,0.9302499999999954,-5.551115123125783E-20,1.1102230246251566E-19
6,0.0,0.9329285714285649,-5.551115123125783E-20,1.1102230246251566E-19
7,0.0,0.9309642857142785,-5.551115123125783E-20,1.1102230246251566E-19
8,0.0,0.9319285714285652,-5.551115123125783E-20,1.1102230246251566E-19
9,0.001,0.9346071428571343,0.001,0.001
10,0.0,0.9313928571428562,0.0,0.0
11,0.0,0.9275357142857178,0.0,0.0
12,0.0,0.9305000000000009,5.0E-4,6.666666666666666E-4
13,0.002,0.9278928571428587,0.0040999999999999995,0.004871428571428571
14,0.002,0.9255714285714292,0.005883333333333332,0.0074380952380952384
15,0.031,0.93132142857143,0.05565000000000002,0.06566666666666664
16,0.0,0.9310357142857146,0.0013333333333333324,0.0019523809523809513
17,0.0,0.9298214285714284,0.0036833333333333323,0.005238095238095237
18,0.005,0.928321428571428,0.008166666666666664,0.00933333333333333
19,0.0,0.9258571428571467,0.004383333333333333,0.005871428571428567
20,0.001,0.9307857142857129,0.0021999999999999993,0.0026666666666666644
21,0.002,0.9265714285714285,0.007585714285714287,0.010201587301587298
22,0.0,0.9299285714285707,0.003166666666666667,0.0044666666666666605
23,0.0,0.9281785714285731,7.333333333333337E-4,0.0010714285714285658
24,0.0,0.9276071428571446,0.00525,0.007290476190476186
25,0.001,0.9261428571428584,0.0024000000000000002,0.0029047619047618987
26,0.002,0.9290000000000006,0.0046500000000000005,0.005733333333333328
27,0.001,0.9267142857142877,0.005416666666666667,0.006778571428571423
28,0.001,0.9292500000000007,0.006827777777777777,0.00897619047619047
29,0.0,0.9260000000000012,0.006069047619047621,0.008420634920634914
30,0.002,0.930892857142857,0.006233333333333335,0.007990476190476183
31,0.002,0.9288571428571426,0.0071333333333333335,0.00923809523809523
32,0.002,0.929,0.003499999999999999,0.004299999999999992
33,0.005,0.9316785714285697,0.009949999999999999,0.012133333333333326
34,0.0,0.9277500000000015,0.006633333333333334,0.009490476190476181
35,0.0,0.9257857142857154,0.005816666666666668,0.008314285714285708
36,0.001,0.9317142857142842,0.006292857142857145,0.007954761904761899
37,0.006,0.9297857142857144,0.011150000000000005,0.013304761904761899
38,0.001,0.9304642857142857,0.00503333333333334,0.0069095238095238055
39,0.006,0.9291071428571439,0.018102380952380957,0.02293015873015873
40,0.003,0.9240357142857172,0.007530158730158741,0.00980158730158731
41,0.0,0.9296428571428565,8.666666666666776E-4,0.0011333333333333393
42,0.005,0.9281428571428575,0.01045000000000001,0.012700000000000006
43,0.002,0.9256071428571423,0.009500000000000012,0.012600000000000007
44,0.002,0.9261071428571452,0.007866666666666678,0.010266666666666672
45,0.001,0.9256071428571444,0.006985714285714295,0.009657142857142866
46,0.001,0.9285714285714277,0.00855000000000001,0.011847619047619055
47,0.005,0.9262142857142873,0.008866666666666674,0.01058571428571429
48,0.004,0.9279642857142878,0.007250000000000007,0.008685714285714288
49,0.001,0.9276071428571435,0.004450000000000009,0.005852380952380954
50,0.003,0.9293214285714302,0.008066666666666677,0.010085714285714286
51,0.005,0.9311428571428564,0.009983333333333346,0.012233333333333336
52,0.002,0.9302857142857139,0.007500000000000011,0.009433333333333335
53,0.002,0.9255357142857176,0.007366666666666678,0.009728571428571432
54,0.004,0.9269642857142866,0.012900000000000012,0.016390476190476184
55,0.006,0.9258214285714291,0.010233333333333344,0.012133333333333331
56,0.003,0.9247142857142867,0.01080000000000001,0.013857142857142858
57,0.003,0.9279285714285704,0.011938095238095256,0.01612222222222221
58,0.032,0.9369642857142811,0.054800000000000015,0.0638523809523809
59,0.022,0.9324642857142842,0.03445000000000001,0.039499999999999987
60,0.008,0.9295714285714287,0.028309523809523816,0.03667380952380953
