numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.032,0.9441000000000153,0.03239819245082403,0.03271821862348178
2,0.002,0.9491500000000199,0.001999999999999989,0.0019999999999999966
3,0.044,0.9503500000000167,0.045499999999999985,0.04599999999999999
4,0.271,0.9601500000000047,0.2895833333333333,0.2960333333333332
5,0.32,0.9624000000000023,0.3420000000000001,0.34933333333333344
6,0.34,0.9632000000000009,0.35941666666666666,0.3660666666666666
7,0.345,0.9631000000000005,0.3731666666666667,0.382666666666667
8,0.411,0.964999999999996,0.4358333333333333,0.44433333333333347
9,0.364,0.9625999999999978,0.4,0.41216666666666724
10,0.377,0.962049999999996,0.402,0.4105000000000002
11,0.363,0.9622999999999977,0.3955,0.40650000000000047
12,0.372,0.9627499999999971,0.4083333333333333,0.42066666666666724
13,0.389,0.9646499999999975,0.4215,0.43250000000000044
14,0.396,0.9640499999999967,0.43299999999999994,0.44566666666666727
15,0.436,0.9664499999999946,0.4778333333333332,0.49233333333333407
16,0.412,0.9654499999999966,0.44466666666666665,0.45583333333333376
17,0.41,0.9661499999999967,0.43766666666666665,0.44716666666666693
18,0.407,0.9659999999999976,0.4353333333333333,0.4450000000000003
19,0.455,0.9666999999999933,0.5018333333333332,0.5180000000000007
