numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.008,0.9814368932038808,0.008,0.008
2,0.104,0.9851650485436854,0.10933333333333332,0.11133333333333334
3,0.196,0.986563106796114,0.1993333333333333,0.2006666666666667
4,0.216,0.9873009708737834,0.22333333333333333,0.226
5,0.192,0.9860970873786384,0.19966666666666666,0.20293333333333333
6,0.14,0.9847766990291235,0.15333333333333332,0.15799999999999997
7,0.172,0.9856310679611624,0.17733333333333332,0.17933333333333334
8,0.18,0.9849320388349495,0.18433333333333332,0.1862666666666667
9,0.192,0.9854368932038815,0.1953333333333333,0.19666666666666668
10,0.184,0.9853203883495121,0.18666666666666665,0.18800000000000003
11,0.184,0.9847378640776678,0.20066666666666666,0.20666666666666664
12,0.172,0.9858640776698999,0.182,0.186
13,0.172,0.9863689320388317,0.17799999999999996,0.18
14,0.192,0.9859805825242689,0.19799999999999998,0.2
15,0.192,0.9862524271844638,0.2003333333333333,0.2036
16,0.16,0.9852427184465997,0.1693333333333333,0.17266666666666666
17,0.192,0.9857475728155323,0.19799999999999998,0.2
18,0.2,0.9856699029126186,0.20666666666666667,0.20933333333333334
19,0.224,0.9863300970873764,0.22999999999999998,0.23200000000000004
20,0.208,0.9866796116504823,0.22066666666666665,0.22533333333333333
21,0.188,0.9853203883495126,0.19399999999999998,0.19600000000000004
22,0.156,0.9836116504854351,0.15999999999999998,0.16133333333333338
23,0.168,0.9857475728155308,0.17766666666666667,0.1816
24,0.148,0.9850097087378616,0.14999999999999997,0.15066666666666673
