numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.08,0.9738640776699028,0.09733333333333333,0.10474285714285715
2,0.064,0.9697475728155313,0.1574666666666667,0.19325714285714263
3,0.132,0.9765048543689285,0.2303333333333334,0.26719999999999977
4,0.076,0.9725825242718413,0.23253333333333376,0.29927619047619025
5,0.056,0.9674563106796097,0.2007380952380957,0.26910793650793635
6,0.044,0.9629902912621343,0.17602857142857198,0.24346666666666641
7,0.004,0.9606601941747567,0.17502380952381022,0.26266349206349177
8,0.0,0.9551844660194172,0.1517365079365084,0.23236825396825386
9,0.0,0.9526990291262135,0.1525730158730163,0.24081673881673876
10,0.0,0.9540194174757272,0.17031269841269903,0.2644707070707071
11,0.0,0.9526213592233,0.1570952380952386,0.24419393939393993
12,0.0,0.9466407766990291,0.1401174603174609,0.22376623376623453
13,0.0,0.9400000000000004,0.135552525252526,0.22250851370851454
14,0.0,0.9502524271844659,0.15757777777777843,0.24820721500721576
15,0.0,0.948349514563107,0.14767777777777844,0.23602597402597475
16,0.0,0.9502912621359219,0.14880952380952464,0.2371720057720067
17,0.0,0.9473009708737856,0.1408699855699864,0.2253525252525262
18,0.0,0.9518834951456293,0.1650857142857152,0.2613780663780672
19,0.0,0.9509126213592238,0.14641587301587344,0.2313974025974033
20,0.0,0.946718446601942,0.1338079365079372,0.21413391053391145
21,0.004,0.9500194174757275,0.1641349206349213,0.2563968253968261
22,0.0,0.9481165048543687,0.1438128427128431,0.22810245310245378
