numInstances,exactMatch,hammingScore,exampleAccuracy,exampleF1
1,0.1257396449704142,0.9172240802675584,0.19008875739644968,0.21459566074950695
2,0.1301775147928994,0.919796758425519,0.18804240631163702,0.210009861932939
3,0.11686390532544379,0.9206328788268557,0.1810650887573964,0.20478303747534513
4,0.11390532544378698,0.9178029328530982,0.18372781065088756,0.20936883629191308
5,0.1227810650887574,0.9205042449189585,0.18779585798816545,0.2113412228796843
6,0.11242603550295859,0.9168381785438637,0.1732001972386585,0.19613271344040578
7,0.1390532544378698,0.9194751736557752,0.20707593688362888,0.23267117497886725
8,0.12130177514792899,0.9187676871623333,0.19494575936883607,0.22315440969287118
9,0.09763313609467456,0.9161306920504209,0.16425049309664672,0.1899478726401803
10,0.14792899408284024,0.9223694365834827,0.20419132149901364,0.22593688362919143
11,0.11834319526627218,0.9173527141754554,0.1821005917159761,0.2060157790927021
12,0.11686390532544379,0.9161306920504217,0.17862426035502932,0.20093688362919115
13,0.1390532544378698,0.9203112940571103,0.20184911242603515,0.22549309664694275
14,0.10798816568047337,0.9163879598662188,0.1638560157790923,0.18493941955480417
15,0.09911242603550297,0.9156804733727792,0.1674556213017747,0.19354043392504927
16,0.09763313609467456,0.9159377411885751,0.15557199211045325,0.17687376725838247
17,0.11834319526627218,0.9169024954978128,0.18195266272189306,0.20547337278106484
18,0.10798816568047337,0.91619500900437,0.16999506903353015,0.1930473372781064
19,0.10059171597633136,0.9175456650373012,0.1653599605522678,0.18959566074950676
20,0.10650887573964497,0.9157447903267271,0.16523668639053213,0.18722879684418126
